KEY_CODE,HYOSYO,CITYNAME,NAME,HTKSYORI,HTKSAKI,GASSAN,人口総数,男,女,世帯総数
,,,,,,,,,,
14101,1,横浜市鶴見区,,0,,,297437,153438,143999,145586
141010010,2,横浜市鶴見区,大黒町,0,,,19,19,-,19
141010030,3,横浜市鶴見区,生麦,0,,,13515,7334,6181,8124
14101003001,4,横浜市鶴見区,生麦一丁目,0,,,1981,1148,833,1360
14101003002,4,横浜市鶴見区,生麦二丁目,0,,,2,2,-,2
14101003003,4,横浜市鶴見区,生麦三丁目,0,,,3829,2083,1746,2406
14101003004,4,横浜市鶴見区,生麦四丁目,0,,,4471,2365,2106,2470
14101003005,4,横浜市鶴見区,生麦五丁目,0,,,3232,1736,1496,1886
141010080,3,横浜市鶴見区,岸谷,0,,,11851,6092,5759,5988
14101008001,4,横浜市鶴見区,岸谷一丁目,0,,,2470,1268,1202,1302
14101008002,4,横浜市鶴見区,岸谷二丁目,0,,,2054,1065,989,1024
14101008003,4,横浜市鶴見区,岸谷三丁目,0,,,3892,2011,1881,1889
14101008004,4,横浜市鶴見区,岸谷四丁目,0,,,3435,1748,1687,1773
141010120,3,横浜市鶴見区,鶴見,0,,,3490,1778,1712,1866
14101012001,4,横浜市鶴見区,鶴見一丁目,0,,,2474,1233,1241,1212
14101012002,4,横浜市鶴見区,鶴見二丁目,0,,,1016,545,471,654
141010140,3,横浜市鶴見区,寺谷,0,,,4931,2444,2487,2604
14101014001,4,横浜市鶴見区,寺谷一丁目,0,,,2560,1296,1264,1416
14101014002,4,横浜市鶴見区,寺谷二丁目,0,,,2371,1148,1223,1188
141010160,2,横浜市鶴見区,諏訪坂,0,,,1881,932,949,904
141010170,2,横浜市鶴見区,豊岡町,0,,,5579,2965,2614,3474
141010180,2,横浜市鶴見区,佃野町,0,,,5137,2615,2522,2774
141010190,3,横浜市鶴見区,馬場,0,,,16603,8379,8224,7148
14101019001,4,横浜市鶴見区,馬場一丁目,0,,,2398,1231,1167,1121
14101019002,4,横浜市鶴見区,馬場二丁目,0,,,2806,1411,1395,1200
14101019003,4,横浜市鶴見区,馬場三丁目,0,,,2684,1337,1347,1121
14101019004,4,横浜市鶴見区,馬場四丁目,0,,,2712,1337,1375,1147
14101019005,4,横浜市鶴見区,馬場五丁目,0,,,1918,995,923,845
14101019006,4,横浜市鶴見区,馬場六丁目,0,,,1787,884,903,708
14101019007,4,横浜市鶴見区,馬場七丁目,0,,,2298,1184,1114,1006
141010260,3,横浜市鶴見区,北寺尾,0,,,17100,8512,8588,7171
14101026001,4,横浜市鶴見区,北寺尾一丁目,0,,,2156,1084,1072,1031
14101026002,4,横浜市鶴見区,北寺尾二丁目,0,,,1597,776,821,706
14101026003,4,横浜市鶴見区,北寺尾三丁目,0,,,1982,989,993,829
14101026004,4,横浜市鶴見区,北寺尾四丁目,0,,,2559,1258,1301,1007
14101026005,4,横浜市鶴見区,北寺尾五丁目,0,,,2258,1092,1166,896
14101026006,4,横浜市鶴見区,北寺尾六丁目,0,,,3034,1541,1493,1250
14101026007,4,横浜市鶴見区,北寺尾七丁目,0,,,3514,1772,1742,1452
141010331,3,横浜市鶴見区,獅子ケ谷,0,,,7225,3681,3544,3013
14101033101,4,横浜市鶴見区,獅子ケ谷一丁目,0,,,4544,2269,2275,1853
14101033102,4,横浜市鶴見区,獅子ケ谷二丁目,0,,,2013,1078,935,921
14101033103,4,横浜市鶴見区,獅子ケ谷三丁目,0,,,668,334,334,239
141010341,3,横浜市鶴見区,駒岡,0,,,16588,8448,8140,7252
14101034101,4,横浜市鶴見区,駒岡一丁目,0,,,3288,1650,1638,1336
14101034102,4,横浜市鶴見区,駒岡二丁目,0,,,1442,785,657,692
14101034103,4,横浜市鶴見区,駒岡三丁目,0,,,3531,1788,1743,1552
14101034104,4,横浜市鶴見区,駒岡四丁目,0,,,5682,2863,2819,2462
14101034105,4,横浜市鶴見区,駒岡五丁目,0,,,2645,1362,1283,1210
141010350,3,横浜市鶴見区,上末吉,0,,,9744,5007,4737,4446
14101035001,4,横浜市鶴見区,上末吉一丁目,0,,,2407,1228,1179,1038
14101035002,4,横浜市鶴見区,上末吉二丁目,0,,,2288,1171,1117,966
14101035003,4,横浜市鶴見区,上末吉三丁目,0,,,1195,637,558,647
14101035004,4,横浜市鶴見区,上末吉四丁目,0,,,1451,734,717,691
14101035005,4,横浜市鶴見区,上末吉五丁目,0,,,2403,1237,1166,1104
141010400,3,横浜市鶴見区,下末吉,0,,,14421,7426,6995,7248
14101040001,4,横浜市鶴見区,下末吉一丁目,0,,,2280,1183,1097,1287
14101040002,4,横浜市鶴見区,下末吉二丁目,0,,,2061,1065,996,1082
14101040003,4,横浜市鶴見区,下末吉三丁目,0,,,1765,923,842,875
14101040004,4,横浜市鶴見区,下末吉四丁目,0,,,1776,932,844,1025
14101040005,4,横浜市鶴見区,下末吉五丁目,0,,,3715,1882,1833,1600
14101040006,4,横浜市鶴見区,下末吉六丁目,0,,,2824,1441,1383,1379
141010460,3,横浜市鶴見区,梶山,0,,,5620,2810,2810,2397
14101046001,4,横浜市鶴見区,梶山一丁目,0,,,2061,1051,1010,964
14101046002,4,横浜市鶴見区,梶山二丁目,0,,,3559,1759,1800,1433
141010480,2,横浜市鶴見区,三ツ池公園,0,,,2,2,-,2
141010490,2,横浜市鶴見区,江ケ崎町,0,,,8572,4163,4409,3015
141010500,3,横浜市鶴見区,矢向,0,,,21836,11524,10312,11200
14101050001,4,横浜市鶴見区,矢向一丁目,0,,,6531,3398,3133,2698
14101050002,4,横浜市鶴見区,矢向二丁目,0,,,1855,979,876,1071
14101050003,4,横浜市鶴見区,矢向三丁目,0,,,4482,2394,2088,2351
14101050004,4,横浜市鶴見区,矢向四丁目,0,,,3683,1974,1709,2112
14101050005,4,横浜市鶴見区,矢向五丁目,0,,,3416,1793,1623,1824
14101050006,4,横浜市鶴見区,矢向六丁目,0,,,1869,986,883,1144
141010560,2,横浜市鶴見区,市場上町,0,,,3155,1581,1574,1624
141010570,2,横浜市鶴見区,市場東中町,0,,,1078,584,494,646
141010580,2,横浜市鶴見区,市場西中町,0,,,1305,699,606,729
141010590,2,横浜市鶴見区,市場下町,0,,,3022,1584,1438,1308
141010600,2,横浜市鶴見区,市場大和町,0,,,2055,1067,988,1295
141010610,2,横浜市鶴見区,市場富士見町,0,,,1565,844,721,979
141010620,3,横浜市鶴見区,尻手,0,,,11606,5952,5654,4762
14101062001,4,横浜市鶴見区,尻手一丁目,0,,,6448,3296,3152,2381
14101062002,4,横浜市鶴見区,尻手二丁目,0,,,2279,1188,1091,1089
14101062003,4,横浜市鶴見区,尻手三丁目,0,,,2879,1468,1411,1292
141010650,2,横浜市鶴見区,菅沢町,0,,,1516,816,700,829
141010660,3,横浜市鶴見区,栄町通,0,,,4421,2391,2030,2249
14101066001,4,横浜市鶴見区,栄町通一丁目,0,,,1201,649,552,601
14101066002,4,横浜市鶴見区,栄町通二丁目,0,,,1027,539,488,450
14101066003,4,横浜市鶴見区,栄町通三丁目,0,,,1133,618,515,555
14101066004,4,横浜市鶴見区,栄町通四丁目,0,,,1060,585,475,643
141010700,3,横浜市鶴見区,平安町,0,,,8718,4488,4230,3894
14101070001,4,横浜市鶴見区,平安町一丁目,0,,,4292,2217,2075,2080
14101070002,4,横浜市鶴見区,平安町二丁目,0,,,4426,2271,2155,1814
141010720,3,横浜市鶴見区,向井町,0,,,3976,2153,1823,2115
14101072001,4,横浜市鶴見区,向井町一丁目,0,,,886,462,424,483
14101072002,4,横浜市鶴見区,向井町二丁目,0,,,531,284,247,293
14101072003,4,横浜市鶴見区,向井町三丁目,0,,,1457,806,651,747
14101072004,4,横浜市鶴見区,向井町四丁目,0,,,1102,601,501,592
141010760,2,横浜市鶴見区,大東町,0,,,1892,958,934,794
141010770,3,横浜市鶴見区,潮田町,0,,,4871,2527,2344,2573
14101077001,4,横浜市鶴見区,潮田町一丁目,0,,,1692,860,832,910
14101077002,4,横浜市鶴見区,潮田町二丁目,0,,,1026,557,469,575
14101077003,4,横浜市鶴見区,潮田町三丁目,0,,,1389,704,685,693
14101077004,4,横浜市鶴見区,潮田町四丁目,0,,,764,406,358,395
141010810,3,横浜市鶴見区,本町通,0,,,4538,2367,2171,2658
14101081001,4,横浜市鶴見区,本町通一丁目,0,,,1030,543,487,593
14101081002,4,横浜市鶴見区,本町通二丁目,0,,,1127,586,541,604
14101081003,4,横浜市鶴見区,本町通三丁目,0,,,1107,587,520,689
14101081004,4,横浜市鶴見区,本町通四丁目,0,,,1274,651,623,772
141010850,3,横浜市鶴見区,仲通,0,,,3222,1776,1446,1726
14101085001,4,横浜市鶴見区,仲通一丁目,0,,,912,472,440,477
14101085002,4,横浜市鶴見区,仲通二丁目,0,,,1040,571,469,570
14101085003,4,横浜市鶴見区,仲通三丁目,0,,,1270,733,537,679
141010880,3,横浜市鶴見区,浜町,0,,,879,468,411,444
14101088001,4,横浜市鶴見区,浜町一丁目,0,,,610,334,276,303
14101088002,4,横浜市鶴見区,浜町二丁目,0,,,269,134,135,141
141010900,3,横浜市鶴見区,朝日町,0,,,2808,1413,1395,1266
14101090001,4,横浜市鶴見区,朝日町一丁目,0,,,893,496,397,428
14101090002,4,横浜市鶴見区,朝日町二丁目,0,,,1915,917,998,838
141010920,2,横浜市鶴見区,寛政町,0,,,941,513,428,535
141010930,2,横浜市鶴見区,弁天町,0,,,11,5,6,5
141010940,3,横浜市鶴見区,汐入町,0,,,2574,1431,1143,1379
14101094001,4,横浜市鶴見区,汐入町一丁目,0,,,1023,546,477,543
14101094002,4,横浜市鶴見区,汐入町二丁目,0,,,510,276,234,275
14101094003,4,横浜市鶴見区,汐入町三丁目,0,,,1041,609,432,561
141010970,3,横浜市鶴見区,下野谷町,0,,,5243,2686,2557,2566
14101097001,4,横浜市鶴見区,下野谷町一丁目,0,,,2453,1227,1226,1296
14101097002,4,横浜市鶴見区,下野谷町二丁目,0,,,584,314,270,317
14101097003,4,横浜市鶴見区,下野谷町三丁目,0,,,762,391,371,377
14101097004,4,横浜市鶴見区,下野谷町四丁目,0,,,1444,754,690,576
141011010,2,横浜市鶴見区,小野町,0,,,2431,1297,1134,1237
141011020,3,横浜市鶴見区,末広町,0,,,-,-,-,-
14101102001,4,横浜市鶴見区,末広町一丁目,0,,,-,-,-,-
14101102002,4,横浜市鶴見区,末広町二丁目,0,,,-,-,-,-
141011040,3,横浜市鶴見区,安善町,0,,,33,20,13,23
14101104001,4,横浜市鶴見区,安善町一丁目,0,,,33,20,13,23
14101104002,4,横浜市鶴見区,安善町二丁目,0,,,-,-,-,-
141011060,2,横浜市鶴見区,扇島,0,,,-,-,-,-
141011070,3,横浜市鶴見区,元宮,0,,,4784,2519,2265,2323
14101107001,4,横浜市鶴見区,元宮一丁目,0,,,2980,1554,1426,1522
14101107002,4,横浜市鶴見区,元宮二丁目,0,,,1804,965,839,801
141011090,3,横浜市鶴見区,東寺尾,0,,,18027,9057,8970,8114
14101109001,4,横浜市鶴見区,東寺尾一丁目,0,,,4773,2392,2381,2181
14101109002,4,横浜市鶴見区,東寺尾二丁目,0,,,2188,1104,1084,922
14101109003,4,横浜市鶴見区,東寺尾三丁目,0,,,2899,1473,1426,1276
14101109004,4,横浜市鶴見区,東寺尾四丁目,0,,,2279,1122,1157,1024
14101109005,4,横浜市鶴見区,東寺尾五丁目,0,,,2797,1394,1403,1263
14101109006,4,横浜市鶴見区,東寺尾六丁目,0,,,3091,1572,1519,1448
141011150,2,横浜市鶴見区,東寺尾東台,0,,,2844,1499,1345,1335
141011160,2,横浜市鶴見区,東寺尾中台,0,,,4864,2511,2353,2272
141011170,2,横浜市鶴見区,東寺尾北台,0,,,1662,831,831,782
141011180,3,横浜市鶴見区,上の宮,0,,,5900,2972,2928,2675
14101118001,4,横浜市鶴見区,上の宮一丁目,0,,,3418,1725,1693,1650
14101118002,4,横浜市鶴見区,上の宮二丁目,0,,,2482,1247,1235,1025
141011200,3,横浜市鶴見区,鶴見中央,0,,,23382,12298,11084,13804
14101120001,4,横浜市鶴見区,鶴見中央一丁目,0,,,3528,1866,1662,2280
14101120002,4,横浜市鶴見区,鶴見中央二丁目,0,,,6071,3094,2977,3145
14101120003,4,横浜市鶴見区,鶴見中央三丁目,0,,,4909,2553,2356,2763
14101120004,4,横浜市鶴見区,鶴見中央四丁目,0,,,4847,2681,2166,3248
14101120005,4,横浜市鶴見区,鶴見中央五丁目,0,,,4027,2104,1923,2368
141011240,2,横浜市鶴見区,大黒ふ頭,0,,,-,-,-,-
141011250,2,横浜市鶴見区,公有水面調査区,0,,,-,-,-,-
14102,1,横浜市神奈川区,,0,,,247267,126011,121256,129183
141020010,3,横浜市神奈川区,西寺尾,0,,,12557,6384,6173,5570
14102001001,4,横浜市神奈川区,西寺尾一丁目,0,,,2486,1233,1253,1073
14102001002,4,横浜市神奈川区,西寺尾二丁目,0,,,2902,1483,1419,1283
14102001003,4,横浜市神奈川区,西寺尾三丁目,0,,,3720,1895,1825,1704
14102001004,4,横浜市神奈川区,西寺尾四丁目,0,,,3449,1773,1676,1510
141020050,3,横浜市神奈川区,松見町,0,,,11822,5991,5831,6058
14102005001,4,横浜市神奈川区,松見町一丁目,0,,,2982,1545,1437,1573
14102005002,4,横浜市神奈川区,松見町二丁目,0,,,2999,1549,1450,1547
14102005003,4,横浜市神奈川区,松見町三丁目,0,,,2988,1515,1473,1562
14102005004,4,横浜市神奈川区,松見町四丁目,0,,,2853,1382,1471,1376
141020090,3,横浜市神奈川区,新子安,0,,,7859,4085,3774,3831
14102009001,4,横浜市神奈川区,新子安一丁目,0,,,5477,2876,2601,2747
14102009002,4,横浜市神奈川区,新子安二丁目,0,,,2382,1209,1173,1084
141020110,3,横浜市神奈川区,子安台,0,,,2059,1055,1004,1016
14102011001,4,横浜市神奈川区,子安台一丁目,0,,,985,490,495,481
14102011002,4,横浜市神奈川区,子安台二丁目,0,,,1074,565,509,535
141020130,2,横浜市神奈川区,神之木町,0,,,2489,1204,1285,1184
141020140,2,横浜市神奈川区,神之木台,0,,,2434,1265,1169,1240
141020150,3,横浜市神奈川区,子安通,0,,,8113,4343,3770,4775
14102015001,4,横浜市神奈川区,子安通一丁目,0,,,2244,1233,1011,1455
14102015002,4,横浜市神奈川区,子安通二丁目,0,,,1433,751,682,809
14102015003,4,横浜市神奈川区,子安通三丁目,0,,,4436,2359,2077,2511
141020180,3,横浜市神奈川区,入江,0,,,5409,2798,2611,2832
14102018001,4,横浜市神奈川区,入江一丁目,0,,,3062,1645,1417,1725
14102018002,4,横浜市神奈川区,入江二丁目,0,,,2347,1153,1194,1107
141020200,3,横浜市神奈川区,守屋町,0,,,-,-,-,-
14102020001,4,横浜市神奈川区,守屋町一丁目,0,,,-,-,-,-
14102020002,4,横浜市神奈川区,守屋町二丁目,0,,,-,-,-,-
14102020003,4,横浜市神奈川区,守屋町三丁目,0,,,-,-,-,-
14102020004,4,横浜市神奈川区,守屋町四丁目,0,,,-,-,-,-
141020240,2,横浜市神奈川区,恵比須町,0,,,-,-,-,-
141020250,2,横浜市神奈川区,宝町,0,,,-,-,-,-
141020260,2,横浜市神奈川区,西大口,0,,,2938,1491,1447,1482
141020270,2,横浜市神奈川区,大口仲町,0,,,4022,2051,1971,2155
141020280,2,横浜市神奈川区,大口通,0,,,4859,2447,2412,2887
141020290,2,横浜市神奈川区,七島町,0,,,2783,1450,1333,1573
141020300,2,横浜市神奈川区,白幡町,0,,,482,240,242,308
141020310,2,横浜市神奈川区,白幡東町,0,,,1598,788,810,736
141020320,2,横浜市神奈川区,白幡西町,0,,,1849,940,909,1032
141020330,2,横浜市神奈川区,白幡南町,0,,,2175,1126,1049,1130
141020340,2,横浜市神奈川区,白幡上町,0,,,2720,1353,1367,1469
141020350,2,横浜市神奈川区,白幡仲町,0,,,2487,1297,1190,1300
141020360,2,横浜市神奈川区,白幡向町,0,,,2737,1351,1386,1406
141020370,2,横浜市神奈川区,浦島丘,0,,,1603,797,806,754
141020380,2,横浜市神奈川区,鳥越,0,,,788,375,413,377
141020390,2,横浜市神奈川区,立町,0,,,855,434,421,402
141020400,2,横浜市神奈川区,富家町,0,,,1269,651,618,694
141020410,3,横浜市神奈川区,西神奈川,0,,,4670,2285,2385,3130
14102041001,4,横浜市神奈川区,西神奈川一丁目,0,,,2793,1362,1431,1968
14102041002,4,横浜市神奈川区,西神奈川二丁目,0,,,835,398,437,511
14102041003,4,横浜市神奈川区,西神奈川三丁目,0,,,1042,525,517,651
141020440,2,横浜市神奈川区,二ツ谷町,0,,,979,507,472,645
141020450,2,横浜市神奈川区,台町,0,,,2574,1371,1203,1634
141020460,3,横浜市神奈川区,鶴屋町,0,,,639,358,281,464
14102046001,4,横浜市神奈川区,鶴屋町一丁目,0,,,75,37,38,49
14102046002,4,横浜市神奈川区,鶴屋町二丁目,0,,,372,213,159,270
14102046003,4,横浜市神奈川区,鶴屋町三丁目,0,,,192,108,84,145
141020490,2,横浜市神奈川区,金港町,0,,,1690,809,881,874
141020500,2,横浜市神奈川区,幸ケ谷,0,,,877,453,424,446
141020510,2,横浜市神奈川区,亀住町,0,,,626,309,317,321
141020520,2,横浜市神奈川区,栄町,0,,,5580,2805,2775,3075
141020530,2,横浜市神奈川区,山内町,0,,,-,-,-,-
141020540,2,横浜市神奈川区,星野町,0,,,1009,496,513,432
141020550,3,横浜市神奈川区,新浦島町,0,,,2479,1206,1273,936
14102055001,4,横浜市神奈川区,新浦島町一丁目,0,,,1246,614,632,438
14102055002,4,横浜市神奈川区,新浦島町二丁目,0,,,1233,592,641,498
141020570,2,横浜市神奈川区,出田町,0,,,-,-,-,-
141020580,2,横浜市神奈川区,鈴繁町,0,,,-,-,-,-
141020590,3,横浜市神奈川区,橋本町,0,,,2501,1198,1303,971
14102059001,4,横浜市神奈川区,橋本町一丁目,0,,,-,-,-,-
14102059002,4,横浜市神奈川区,橋本町二丁目,0,,,2501,1198,1303,971
14102059003,4,横浜市神奈川区,橋本町三丁目,0,,,-,-,-,-
141020610,2,横浜市神奈川区,瑞穂町,0,,,-,-,-,-
141020620,3,横浜市神奈川区,千若町,0,,,20,14,6,12
14102062001,4,横浜市神奈川区,千若町一丁目,0,,,19,14,5,11
14102062002,4,横浜市神奈川区,千若町二丁目,0,,,1,-,1,1
14102062003,4,横浜市神奈川区,千若町三丁目,0,,,-,-,-,-
141020650,2,横浜市神奈川区,大野町,0,,,1098,575,523,489
141020660,2,横浜市神奈川区,桐畑,0,,,791,395,396,418
141020670,2,横浜市神奈川区,高島台,0,,,3116,1597,1519,1526
141020680,3,横浜市神奈川区,上反町,0,,,1305,682,623,799
14102068001,4,横浜市神奈川区,上反町一丁目,0,,,668,353,315,416
14102068002,4,横浜市神奈川区,上反町二丁目,0,,,637,329,308,383
141020700,2,横浜市神奈川区,沢渡,0,,,1535,803,732,839
141020710,2,横浜市神奈川区,松ケ丘,0,,,2444,1227,1217,1209
141020720,2,横浜市神奈川区,泉町,0,,,671,313,358,376
141020730,3,横浜市神奈川区,反町,0,,,3033,1458,1575,1901
14102073001,4,横浜市神奈川区,反町一丁目,0,,,1267,588,679,865
14102073002,4,横浜市神奈川区,反町二丁目,0,,,621,313,308,351
14102073003,4,横浜市神奈川区,反町三丁目,0,,,458,219,239,302
14102073004,4,横浜市神奈川区,反町四丁目,0,,,687,338,349,383
141020770,3,横浜市神奈川区,松本町,0,,,2889,1445,1444,1797
14102077001,4,横浜市神奈川区,松本町一丁目,0,,,637,322,315,396
14102077002,4,横浜市神奈川区,松本町二丁目,0,,,513,249,264,342
14102077003,4,横浜市神奈川区,松本町三丁目,0,,,715,367,348,465
14102077004,4,横浜市神奈川区,松本町四丁目,0,,,463,230,233,264
14102077005,4,横浜市神奈川区,松本町五丁目,0,,,381,190,191,227
14102077006,4,横浜市神奈川区,松本町六丁目,0,,,180,87,93,103
141020830,2,横浜市神奈川区,栗田谷,0,,,2941,1477,1464,1701
141020840,2,横浜市神奈川区,旭ケ丘,0,,,1521,774,747,762
141020850,2,横浜市神奈川区,広台太田町,0,,,773,378,395,445
141020860,2,横浜市神奈川区,三ツ沢東町,0,,,1628,879,749,849
141020870,2,横浜市神奈川区,三ツ沢西町,0,,,1168,619,549,714
141020880,2,横浜市神奈川区,三ツ沢南町,0,,,2268,1191,1077,1149
141020890,2,横浜市神奈川区,三ツ沢上町,0,,,3191,1645,1546,1657
141020900,2,横浜市神奈川区,三ツ沢中町,0,,,3267,1573,1694,1784
141020910,2,横浜市神奈川区,三ツ沢下町,0,,,4815,2409,2406,2581
141020920,2,横浜市神奈川区,二本榎,0,,,1102,533,569,562
141020930,2,横浜市神奈川区,中丸,0,,,881,470,411,504
141020940,2,横浜市神奈川区,斎藤分町,0,,,3768,1968,1800,2280
141020950,2,横浜市神奈川区,平川町,0,,,2159,1124,1035,1262
141020960,2,横浜市神奈川区,白楽,0,,,2145,1113,1032,1244
141020970,3,横浜市神奈川区,六角橋,0,,,14820,7740,7080,8712
14102097001,4,横浜市神奈川区,六角橋一丁目,0,,,2083,1039,1044,1401
14102097002,4,横浜市神奈川区,六角橋二丁目,0,,,2594,1337,1257,1584
14102097003,4,横浜市神奈川区,六角橋三丁目,0,,,1332,739,593,879
14102097004,4,横浜市神奈川区,六角橋四丁目,0,,,2230,1245,985,1295
14102097005,4,横浜市神奈川区,六角橋五丁目,0,,,2960,1548,1412,1461
14102097006,4,横浜市神奈川区,六角橋六丁目,0,,,3621,1832,1789,2092
141021030,3,横浜市神奈川区,神大寺,0,,,13816,6969,6847,6945
14102103001,4,横浜市神奈川区,神大寺一丁目,0,,,3457,1756,1701,1745
14102103002,4,横浜市神奈川区,神大寺二丁目,0,,,4919,2497,2422,2768
14102103003,4,横浜市神奈川区,神大寺三丁目,0,,,2972,1462,1510,1278
14102103004,4,横浜市神奈川区,神大寺四丁目,0,,,2468,1254,1214,1154
141021080,3,横浜市神奈川区,片倉,0,,,13875,6929,6946,6653
14102108001,4,横浜市神奈川区,片倉一丁目,0,,,4244,2072,2172,2068
14102108002,4,横浜市神奈川区,片倉二丁目,0,,,3444,1729,1715,1502
14102108003,4,横浜市神奈川区,片倉三丁目,0,,,700,340,360,303
14102108004,4,横浜市神奈川区,片倉四丁目,0,,,1482,752,730,849
14102108005,4,横浜市神奈川区,片倉五丁目,0,,,4005,2036,1969,1931
141021090,2,横浜市神奈川区,三枚町,0,,,5382,2835,2547,2526
141021100,3,横浜市神奈川区,菅田町,0,,,16480,8130,8350,7056
14102110001,4,横浜市神奈川区,菅田町,0,,,13767,6746,7021,5941
14102110002,4,横浜市神奈川区,菅田町,0,,,2713,1384,1329,1115
141021111,3,横浜市神奈川区,羽沢南,0,,,6700,3628,3072,3316
14102111101,4,横浜市神奈川区,羽沢南一丁目,0,,,2272,1255,1017,1191
14102111102,4,横浜市神奈川区,羽沢南二丁目,0,,,2269,1213,1056,1097
14102111103,4,横浜市神奈川区,羽沢南三丁目,0,,,1407,774,633,681
14102111104,4,横浜市神奈川区,羽沢南四丁目,0,,,752,386,366,347
141021112,3,横浜市神奈川区,羽沢町,0,,,7708,3854,3854,3386
14102111201,4,横浜市神奈川区,羽沢町,0,,,718,347,371,277
14102111202,4,横浜市神奈川区,羽沢町,0,,,6990,3507,3483,3109
141021120,3,横浜市神奈川区,神奈川,0,,,2068,1163,905,1364
14102112001,4,横浜市神奈川区,神奈川一丁目,0,,,561,305,256,303
14102112002,4,横浜市神奈川区,神奈川二丁目,0,,,1507,858,649,1061
141021140,2,横浜市神奈川区,神奈川本町,0,,,972,539,433,610
141021150,3,横浜市神奈川区,東神奈川,0,,,3289,1699,1590,1967
14102115001,4,横浜市神奈川区,東神奈川一丁目,0,,,1198,614,584,665
14102115002,4,横浜市神奈川区,東神奈川二丁目,0,,,2091,1085,1006,1302
141021170,2,横浜市神奈川区,新町,0,,,1050,541,509,700
141021180,2,横浜市神奈川区,浦島町,0,,,1287,659,628,767
141021190,2,横浜市神奈川区,青木町,0,,,1760,950,810,1182
141021200,2,横浜市神奈川区,公有水面,0,,,-,-,-,-
14103,1,横浜市西区,,0,,,104935,53091,51844,57054
141030010,3,横浜市西区,桜木町,0,,,1518,780,738,1194
14103001004,4,横浜市西区,桜木町四丁目,0,,,576,269,307,437
14103001005,4,横浜市西区,桜木町五丁目,0,,,188,88,100,117
14103001006,4,横浜市西区,桜木町六丁目,0,,,129,80,49,128
14103001007,4,横浜市西区,桜木町七丁目,0,,,625,343,282,512
141030050,3,横浜市西区,花咲町,0,,,2445,1189,1256,1361
14103005004,4,横浜市西区,花咲町四丁目,0,,,957,471,486,523
14103005005,4,横浜市西区,花咲町五丁目,0,,,599,320,279,439
14103005006,4,横浜市西区,花咲町六丁目,0,,,750,340,410,323
14103005007,4,横浜市西区,花咲町七丁目,0,,,139,58,81,76
141030090,2,横浜市西区,紅葉ケ丘,0,,,1062,525,537,424
141030100,2,横浜市西区,宮崎町,0,,,1023,518,505,499
141030110,2,横浜市西区,老松町,0,,,1633,827,806,869
141030120,2,横浜市西区,東ケ丘,0,,,1247,676,571,663
141030130,2,横浜市西区,赤門町,0,,,416,216,200,238
141030140,2,横浜市西区,霞ケ丘,0,,,2018,1094,924,1121
141030150,3,横浜市西区,西戸部町,0,,,7111,3695,3416,3580
14103015001,4,横浜市西区,西戸部町一丁目,0,,,2187,1130,1057,1172
14103015002,4,横浜市西区,西戸部町二丁目,0,,,3521,1851,1670,1722
14103015003,4,横浜市西区,西戸部町三丁目,0,,,1403,714,689,686
141030180,3,横浜市西区,伊勢町,0,,,2782,1407,1375,1391
14103018001,4,横浜市西区,伊勢町一丁目,0,,,802,420,382,427
14103018002,4,横浜市西区,伊勢町二丁目,0,,,508,275,233,298
14103018003,4,横浜市西区,伊勢町三丁目,0,,,1472,712,760,666
141030210,2,横浜市西区,御所山町,0,,,852,447,405,439
141030220,2,横浜市西区,戸部本町,0,,,3574,1943,1631,2250
141030230,3,横浜市西区,中央,0,,,7796,3851,3945,4682
14103023001,4,横浜市西区,中央一丁目,0,,,3777,1863,1914,2325
14103023002,4,横浜市西区,中央二丁目,0,,,4019,1988,2031,2357
141030250,3,横浜市西区,戸部町,0,,,4145,2108,2037,2193
14103025001,4,横浜市西区,戸部町一丁目,0,,,311,184,127,204
14103025002,4,横浜市西区,戸部町二丁目,0,,,475,243,232,255
14103025003,4,横浜市西区,戸部町三丁目,0,,,818,419,399,416
14103025004,4,横浜市西区,戸部町四丁目,0,,,689,373,316,392
14103025005,4,横浜市西区,戸部町五丁目,0,,,655,319,336,370
14103025006,4,横浜市西区,戸部町六丁目,0,,,409,199,210,173
14103025007,4,横浜市西区,戸部町七丁目,0,,,788,371,417,383
141030320,3,横浜市西区,高島,0,,,1679,765,914,836
14103032001,4,横浜市西区,高島一丁目,0,,,233,67,166,49
14103032002,4,横浜市西区,高島二丁目,0,,,1446,698,748,787
141030340,3,横浜市西区,平沼,0,,,8484,4354,4130,5309
14103034001,4,横浜市西区,平沼一丁目,0,,,6047,3106,2941,3884
14103034002,4,横浜市西区,平沼二丁目,0,,,2437,1248,1189,1425
141030360,3,横浜市西区,西前町,0,,,147,66,81,79
14103036002,4,横浜市西区,西前町二丁目,0,,,94,46,48,48
14103036003,4,横浜市西区,西前町三丁目,0,,,53,20,33,31
141030380,3,横浜市西区,藤棚町,0,,,3001,1400,1601,1674
14103038001,4,横浜市西区,藤棚町一丁目,0,,,1024,461,563,595
14103038002,4,横浜市西区,藤棚町二丁目,0,,,1977,939,1038,1079
141030400,2,横浜市西区,境之谷,0,,,2917,1502,1415,1402
141030410,2,横浜市西区,元久保町,0,,,961,490,471,460
141030420,2,横浜市西区,東久保町,0,,,3860,1934,1926,1844
141030430,2,横浜市西区,久保町,0,,,4415,2239,2176,2557
